Source,Compare,Value
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
funny thing,thing funny thing,0.9755309999999999
clear,clear,1.0000001
course,course course,1.0000001
course,course,1.0000001
course,course course,1.0000001
give,give,1.0000001
give,give,1.0000001
give,give,1.0000001
give,give,1.0000001
give,give,1.0000001
nod,nod,1.0000001
doctor,doctor,1.0000001
doctor,doctor,1.0000001
dream,dream dream,1.0
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
hear voice,hear voice,1.0
evelyn weep,weep,0.9431509
want home,want home,0.9999998
want home,want home home,0.96295565
tired,tired,1.0
fall,fall,1.0000001
fall,fall,1.0000001
fall,fall,1.0000001
fall,fall,1.0000001
read,read,1.0000001
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
nurse doctor,doctor,0.9002860999999999
nurse doctor,doctor,0.9002860999999999
nod,nod,1.0000001
another dream,dream dream,0.9033073
office,office,1.0000001
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot,0.9999998999999999
shoot,shoot,1.0
shoot,shoot,1.0
oh donot,oh donot,0.9999998999999999
oh donot,donot hey,0.9115269
oh donot,oh donot,0.9999998999999999
fire,fire,1.0
fire,fire,1.0
fire,fire,1.0
fire,fire,1.0
shoot,shoot,1.0
shoot,shoot,1.0
must,must must,1.0
must,must,1.0
must,must must,1.0
must,must,1.0
must,must,1.0
open eye,eye open,0.9999998999999999
open eye,eye open,0.9999998999999999
god,god,0.9999998999999999
god,god,0.9999998999999999
god,god live god belong god,0.9291421999999999
god,god,0.9999998999999999
god,god,0.9999998999999999
god,god,0.9999998999999999
dream,dream dream,1.0
work,work,1.0000001
work,work,1.0000001
child want,want need child,0.9321119000000001
opposition friend friend,friend,0.90335095
murder,murder,1.0
trap,trap,1.0
boat,boat,0.9999998999999999
horseback,horseback,1.0
