Source,Compare,Value
guilty,guilty,1.0
end,end,1.0
mistake,mistake,1.0
dream,dream,1.0
dream,dream,1.0
end,end,1.0
show way tell story important story,fact write story way detract interest different plot locality,0.9031426
desire save life,save life,0.9160936
troublesome habit,habit,0.9044434
guilty conscience,guilty,0.91052467
forget,forget,0.99999994
forget,forget,0.99999994
plan place another,another plan,0.91547906
oh,oh,1.0000001
oh,oh,1.0000001
oh,oh,1.0000001
oh,oh,1.0000001
well,well guess,0.9100112
well,well,1.0
well,peed well,0.9104243
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
spud martin pull sheath knife sever lashing hold foot rope jackstay side yardarm,pull stocking weight ledge chete revolver tie bowline knot end rope push rope loop draw bight taut around body arm,0.9172262
slim undeniably graceful wideset blue eye flaxen curly hair seem angel spud,lorena black hair black eye katie flaxen hair blue eye mamie neither brunette blonde,0.93179977
good,good,1.0
good,good,1.0
good,good,1.0
good,good,1.0
good,good,1.0
good,good,1.0
end,end,1.0
oh,oh,1.0000001
oh,oh,1.0000001
oh,oh,1.0000001
oh,oh,1.0000001
please,please,1.0000001
catch eye,bulletlike eye atwinkle,0.91688055
ah,ah,0.9999999
ah,ah,0.9999999
ah,ah,0.9999999
ah,ah,0.9999999
ah,ah,0.9999999
ah,ah ah,0.9999999
box,box,1.0
box,box,1.0
box,box,1.0
lip purple cheek waxen eye glassy hair tangle mass black repose head,petie captain face haggard red hair strag gle brow tangle unshielded cavity defunct eye show hor ribly,0.90956414
lip purple cheek waxen eye glassy hair tangle mass black repose head,head shaggy hair beard dark hatbrim two eye glow point flame,0.91936165
lip purple cheek waxen eye glassy hair tangle mass black repose head,note clear soft brown face comely roundness cheek arch throat castilian languor big dark eye,0.9064089
lip purple cheek waxen eye glassy hair tangle mass black repose head,washedout blue eye snap red hair seem stand head blood rush thin cheek,0.9302317
course,zylox course,0.94768566
course,course course,1.0
oh lot,oh fine lot nabob,0.9044131
wouldnot,wonot,0.9434743
wouldnot,didnot,0.9113872
donot,donot tell canot,0.95487535
donot,donot none,0.9310887
donot,donot nothing,0.91161764
donot,didnot,0.9067
donot,donot,0.99999994
donot,donot donot,0.99999994
donot,didnot want,0.9037281
donot,donot want,0.9425656
door close behind ellen spring telephone,door close behind,0.9147856
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,talk liscomb,0.9140614
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
talk tell,tell,0.9133741
girl,girl,1.0000002
donot mean,donot tell canot,0.9328346
donot mean,donot none,0.90276754
donot mean,surely canot mean,0.9126776
donot mean,well donot blame,0.91262114
donot mean,mean anyway,0.9139531
donot mean,donot,0.9348419
donot mean,donot donot,0.9348419
donot mean,need anything donot want,0.91470534
donot mean,donot want,0.93278754
speak,speak,1.0000001
speak,speak ylma,0.9657784
stand,stand,1.0
eye open incredulously,eye closed,0.9009407
hell,damn critter hell yonderly,0.9055023
oh,oh,1.0000001
oh,oh,1.0000001
oh,oh,1.0000001
oh,oh,1.0000001
well,well guess,0.9100112
well,well,1.0
well,peed well,0.9104243
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
well,well,1.0
course,zylox course,0.94768566
course,course course,1.0
sheriff shake head,whipple shake head,0.90410614
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
nod,hathaway nod,0.900218
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
doctor,doctor petie,0.99183464
addington obey,obey,0.93788177
addington obey,obey,0.93788177
dream,dream,1.0
dream,dream,1.0
rowboat stretch calm expanse shimmer blue shore shadow fir tree turn color black molten tar,clearcut star gleam sky scatter diamond beneath trail lone whitish blur ridgetop shadowy stretch mass boulder,0.9024406
cold,cold essie,0.9190124
cry,cry,0.99999994
cry,cry,0.99999994
cry,cry overjoyed,0.90040755
cry,cry agam,0.97747004
cry,cry,0.99999994
cry,cry,0.99999994
cry,cry huskily,0.9269501
cry,jimtown cry brokenly,0.924192
cry,cry startle,0.9080035
cry,cry,0.99999994
cry,cry,0.99999994
hear voice,hear voice somewhere,0.94551146
hear voice,exclaim hear tone voice,0.9472473
save,save,1.0
save,save life save,0.9026145
save,save,1.0
save,save,1.0
really,really,0.9999999
didnot believe,nobody believe,0.91726875
already much,much already,1.0
already much,much,0.90698725
already much,much,0.90698725
army,exofficer army army behind,0.9066948
fall,fall fall,1.0
fall,fall tumble,0.9453731
fall,fall fall,1.0
fall,fall tumble,0.9453731
wasnot,well wasnot,0.90586436
read,read herbert gad read,0.90785617
read,read,1.0
strike,strike,1.0000002
cry,cry,0.99999994
cry,cry,0.99999994
cry,cry overjoyed,0.90040755
cry,cry agam,0.97747004
cry,cry,0.99999994
cry,cry,0.99999994
cry,cry huskily,0.9269501
cry,jimtown cry brokenly,0.924192
cry,cry startle,0.9080035
cry,cry,0.99999994
cry,cry,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
nod,hathaway nod,0.900218
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
nod,nod,0.99999994
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
right,right,1.0000001
donot,donot tell canot,0.95487535
donot,donot none,0.9310887
donot,donot nothing,0.91161764
donot,didnot,0.9067
donot,donot,0.99999994
donot,donot donot,0.99999994
donot,didnot want,0.9037281
donot,donot want,0.9425656
revolver,pistol,0.9257531
shoot,shoot klimon,0.99739844
oh donot,donot,0.9050871
oh donot,donot donot,0.9050871
keep quiet,keep quiet,1.0
fire,fire,1.0
shoot,shoot klimon,0.99739844
must,must concernin,0.98490834
must,must,1.0
must,must,1.0
must,must,1.0
must,must must must confidence,0.9473648
open eye,professor open eye,0.9009318
open eye,close eye,0.90840054
open eye,eye closed,0.92963755
open eye,eye injured wide open,0.9123158
catch eye,bulletlike eye atwinkle,0.91688055
dream,dream,1.0
dream,dream,1.0
work,work,1.0000001
work,cyanid work,0.96356714
work,deadhead work,0.95455325
mark,mark,1.0
course reason,reason,0.9224741
threatened strike,strike,0.91857487
threatened strike,strike,0.91857487
opposition friend friend,friend,0.9093228
opposition friend friend,friend,0.9093228
opposition friend friend,friend,0.9093228
opposition friend friend,friend,0.9093228
fight underseas,battle fight,0.92007107
search aboard ship,search ship,0.93959373
riot panamerica,riot,0.99421686
repudiation friend,friend,0.9019733
repudiation friend,friend,0.9019733
repudiation friend,friend,0.9019733
repudiation friend,friend,0.9019733
overbid offer,offer,0.9942231
unexpected attack,unexpected assault,0.9118511
starve food,food chuckshanty,0.9046683
storm wind,storm,0.9019604
storm wind,wind,0.9463844
storm sleet,storm,0.92135966
runway boat,boat,0.9058759
flogging thief,thief,0.9029607
flogging prisoner,prisoner,0.92288744
flogging prisoner,prisoner,0.92288744
boat,boat,1.0
guilty kinswoman,guilty,0.9631642
guilty exporter,guilty,0.95779973
guilty ringmaster,guilty,0.92775506
guilty bondsman,guilty,0.94534385
guilty,guilty,1.0
guilty impresario,guilty,0.91998327
guilty promotor,guilty,0.99563587
guilty pawnbroker,guilty,0.9166496
guilty gigolo,guilty,0.90260935
guilty modiste,guilty,0.9472897
guilty paramour,guilty,0.9290332
guilty autocrat,guilty,0.9256714
guilty bigot,guilty,0.91848046
guilty paramour,guilty,0.9290332
guilty,guilty,1.0
guilty palmist,guilty,0.96602637
guilty lobbyist,guilty,0.94626737
lover promise belove love,love,0.90553325
