Source,Compare,Value
humble birth fall love aristocratic b humble birth love aristocratic b pretend high social standing,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.62807214
humble birth fall love aristocratic b humble birth love aristocratic b pretend high social standing,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.5652967
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,actuate abnormal thought process draw tricky endeavor,0.3455838
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,poor love rich privileged b poor love affluent b imagine riches,0.76780236
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,humble birth fall love privileged b humble birth love blue-blooded b imagine high social standing,0.7657825
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,love b discover b consider immaculate bliss b consider darling flawless joy reproduce hardboile character request demonstrate impeccable appear,0.8777940000000001
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,older love young b old love energetic b forward relationship recreate youth,0.7187491
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,convict ban card shark imagine legit request forward relationship b,0.42803806
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,love b dedicate logical interest nothing science imagine draw logical research,0.6624648
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,fall love sentimental b love sentimental b imagine saint,0.71889275
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.66903603
love b find b consider perfect married happiness b consider lover perfect married happiness simulate hardboile character order prove perfect seem,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.37014282
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,actuate abnormal thought process draw tricky endeavor,0.17182586
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,poor love rich privileged b poor love affluent b imagine riches,0.7510768
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,humble birth fall love privileged b humble birth love blue-blooded b imagine high social standing,0.72014827
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,love b discover b consider immaculate bliss b consider darling flawless joy reproduce hardboile character request demonstrate impeccable appear,0.62092865
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,older love young b old love energetic b forward relationship recreate youth,0.91019183
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,convict ban card shark imagine legit request forward relationship b,0.31763276
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,love b dedicate logical interest nothing science imagine draw logical research,0.37091133
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,fall love sentimental b love sentimental b imagine saint,0.72856396
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.6570796
elderly love youthful b elderly love youthful b seek forward love affair simulate youth,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.33620903
crook outlaw gambler pretend honest order forward love affair b,actuate abnormal thought process draw tricky endeavor,0.13438688
crook outlaw gambler pretend honest order forward love affair b,poor love rich privileged b poor love affluent b imagine riches,0.525369
crook outlaw gambler pretend honest order forward love affair b,humble birth fall love privileged b humble birth love blue-blooded b imagine high social standing,0.3728772
crook outlaw gambler pretend honest order forward love affair b,love b discover b consider immaculate bliss b consider darling flawless joy reproduce hardboile character request demonstrate impeccable appear,0.2909899
crook outlaw gambler pretend honest order forward love affair b,older love young b old love energetic b forward relationship recreate youth,0.47612065
crook outlaw gambler pretend honest order forward love affair b,convict ban card shark imagine legit request forward relationship b,0.5382732
crook outlaw gambler pretend honest order forward love affair b,love b dedicate logical interest nothing science imagine draw logical research,0.25837466
crook outlaw gambler pretend honest order forward love affair b,fall love sentimental b love sentimental b imagine saint,0.4505303
crook outlaw gambler pretend honest order forward love affair b,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.45812708
crook outlaw gambler pretend honest order forward love affair b,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.407896
love b devote scientific pursuit nothing science pretend engage scientific research,actuate abnormal thought process draw tricky endeavor,0.43592092
love b devote scientific pursuit nothing science pretend engage scientific research,poor love rich privileged b poor love affluent b imagine riches,0.38127396
love b devote scientific pursuit nothing science pretend engage scientific research,humble birth fall love privileged b humble birth love blue-blooded b imagine high social standing,0.47082955
love b devote scientific pursuit nothing science pretend engage scientific research,love b discover b consider immaculate bliss b consider darling flawless joy reproduce hardboile character request demonstrate impeccable appear,0.578321
love b devote scientific pursuit nothing science pretend engage scientific research,older love young b old love energetic b forward relationship recreate youth,0.41129392
love b devote scientific pursuit nothing science pretend engage scientific research,convict ban card shark imagine legit request forward relationship b,0.28408518
love b devote scientific pursuit nothing science pretend engage scientific research,love b dedicate logical interest nothing science imagine draw logical research,0.8938396000000001
love b devote scientific pursuit nothing science pretend engage scientific research,fall love sentimental b love sentimental b imagine saint,0.33541378
love b devote scientific pursuit nothing science pretend engage scientific research,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.37924972
love b devote scientific pursuit nothing science pretend engage scientific research,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.37551743
fall love romantic b love romantic b pretend hero,poor love rich privileged b poor love affluent b imagine riches,0.7977637
fall love romantic b love romantic b pretend hero,humble birth fall love privileged b humble birth love blue-blooded b imagine high social standing,0.69251263
fall love romantic b love romantic b pretend hero,love b discover b consider immaculate bliss b consider darling flawless joy reproduce hardboile character request demonstrate impeccable appear,0.6502901
fall love romantic b love romantic b pretend hero,older love young b old love energetic b forward relationship recreate youth,0.80427635
fall love romantic b love romantic b pretend hero,convict ban card shark imagine legit request forward relationship b,0.28974959999999994
fall love romantic b love romantic b pretend hero,love b dedicate logical interest nothing science imagine draw logical research,0.47914750000000006
fall love romantic b love romantic b pretend hero,fall love sentimental b love sentimental b imagine saint,0.92480683
fall love romantic b love romantic b pretend hero,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.7566888
fall love romantic b love romantic b pretend hero,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.21987681
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,actuate abnormal thought process draw tricky endeavor,0.29972094
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,poor love rich privileged b poor love affluent b imagine riches,0.7100278
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,humble birth fall love privileged b humble birth love blue-blooded b imagine high social standing,0.60018617
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,love b discover b consider immaculate bliss b consider darling flawless joy reproduce hardboile character request demonstrate impeccable appear,0.45558244
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,older love young b old love energetic b forward relationship recreate youth,0.6132316999999999
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,convict ban card shark imagine legit request forward relationship b,0.27515490000000004
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,love b dedicate logical interest nothing science imagine draw logical research,0.39292333
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,fall love sentimental b love sentimental b imagine saint,0.7619238
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.9401994
quarrel sweetheart b fear lose love fear lose love b pretend poison suicidal intent,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.13299511
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,poor love rich privileged b poor love affluent b imagine riches,0.56975114
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,humble birth fall love privileged b humble birth love blue-blooded b imagine high social standing,0.6169179
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,love b discover b consider immaculate bliss b consider darling flawless joy reproduce hardboile character request demonstrate impeccable appear,0.26678973
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,older love young b old love energetic b forward relationship recreate youth,0.42740187
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,convict ban card shark imagine legit request forward relationship b,0.2323328
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,love b dedicate logical interest nothing science imagine draw logical research,0.20802978
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,fall love sentimental b love sentimental b imagine saint,0.39002672
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,squabble sweetheart b dread lose love dread lose love b imagine poison self-destructive expectation,0.28636596
poor clerk finance fling high society poor clerk finance fling high society meet wealthy aristocratic b fall love,poor representative account toss high society poor agent fund toss high society meet affluent aris,0.849931
