Source,Compare,Value
speak,speak,0.99999994
speak,speak,0.99999994
stand,stand,0.9999998999999999
oh,oh,1.0
oh,oh,1.0
oh,oh,1.0
oh,oh,1.0
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
well,well,0.99999994
course,course,1.0000001
course,course,1.0000001
course,course course,1.0000001
give,give,1.0000001
give,give,1.0000001
give,give,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,hathaway nod,0.9167815
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
doctor,doctor,1.0000001
struggle,struggle,0.9999998999999999
obey,order obey,0.9172278
obey,obey,1.0000001
obey,obey,1.0000001
obey,obey,1.0000001
dream,dream,1.0
dream,dream,1.0
dream,dream,1.0
cold,cold,1.0
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry agam,0.9189484
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry brokenly,0.938214
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
save,save,0.99999994
save,save life save,0.9355395000000001
save,save,0.99999994
save,save,0.99999994
really,really,1.0
evelyn positive,positive,0.9041082
already much,much already,1.0
army,army army behind,0.93105775
fall,fall fall,1.0000001
fall,fall fall,1.0000001
read,read,1.0000001
strike,strike,1.0000001
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry agam,0.9189484
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
cry,cry brokenly,0.938214
cry,cry,0.9999998999999999
cry,cry,0.9999998999999999
nurse doctor,doctor,0.9002860999999999
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,hathaway nod,0.9167815
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
nod,nod,1.0000001
another dream,dream,0.9033073
another dream,dream,0.9033073
another dream,dream,0.9033073
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
right,right,0.9999998999999999
donot,donot,0.9999998999999999
donot,donot donot,0.9999998999999999
donot,donot,0.9999998999999999
shoot,shoot,1.0
shoot,shoot,1.0
shoot,shoot,1.0
shoot,shoot,1.0
keep quiet,keep quiet,1.0
fire,fire,1.0
shoot,shoot,1.0
shoot,shoot,1.0
shoot,shoot,1.0
shoot,shoot,1.0
must,must,1.0
must,must,1.0
must,must,1.0
must,must,1.0
must,must must must confidence,0.92535305
dream,dream,1.0
dream,dream,1.0
dream,dream,1.0
work,work,1.0000001
work,work,1.0000001
mark,mark,1.0
opposition friend friend,friend,0.90335095
opposition friend friend,friend,0.90335095
opposition friend friend,friend,0.90335095
opposition friend friend,friend,0.90335095
demonstration,demonstration,1.0
riot,riot,0.99999994
rob,havenot rob,0.94371855
storm electric storm,storm,0.9151864
boat,boat,0.9999998999999999
guilty,guilty,1.0
guilty,guilty,1.0
guilty,guilty,1.0
guilty,guilty,1.0
guilty,guilty,1.0
